Metadados:
Rio Grande Coordenadas (Lat, Lon): -32.0236, -52.1056
Tramandai Coordenadas (Lat, Lon): -30.005, -50.1289
Delta X: 0.100006103515625, Delta Y: 0.09999847412109375

Dados:
data,ponto_0,ponto_1,ponto_2,ponto_3,ponto_4,ponto_5
2002-02-01 12:00:00,,0.11169775,0.0839259,0.06500442,0.054322947,0.05157628
2002-02-02 12:00:00,,0.53956723,0.45716727,0.38056582,0.3152562,0.25452438
2002-02-03 12:00:00,,0.10254219,0.070192575,0.041810356,0.01739555,-0.0027466659
2002-02-04 12:00:00,,-0.08148442,-0.08575701,-0.09186071,-0.09735405,-0.095828116
2002-02-05 12:00:00,,-0.009765923,-0.016479995,-0.025940733,-0.03357036,-0.034485914
2002-02-06 12:00:00,,0.15839106,0.13824885,0.11963256,0.099490345,0.07904294
2002-02-07 12:00:00,,-0.07507554,-0.0634785,-0.053102206,-0.045167394,-0.036927395
2002-02-08 12:00:00,,-0.12543108,-0.11719108,-0.10742515,-0.09552293,-0.07538072
2002-02-09 12:00:00,,-0.12665181,-0.12024292,-0.109866634,-0.09765923,-0.07507554
2002-02-10 12:00:00,,-0.09765923,-0.0921659,-0.08575701,-0.076906644,-0.05890072
2002-02-11 12:00:00,,0.007934812,0.006408887,0.0051881466,0.0048829615,0.011597034
2002-02-12 12:00:00,,-0.014648885,-0.009765923,-0.005798517,-0.0021362957,0.0073244423
2002-02-13 12:00:00,,-0.050050355,-0.039674062,-0.03051851,-0.022888882,-0.009460738
2002-02-14 12:00:00,,-0.034485914,-0.036927395,-0.034485914,-0.02990814,-0.018311106
2002-02-15 12:00:00,,0.07721183,0.060731836,0.050050355,0.043336283,0.04364147
2002-02-16 12:00:00,,0.21942808,0.18158513,0.15259254,0.12970367,0.113528855
2002-02-17 12:00:00,,0.16876736,0.13977477,0.11169775,0.08819849,0.07293924
2002-02-18 12:00:00,,0.05645924,0.040284432,0.021362957,0.0073244423,0.0042725913
2002-02-19 12:00:00,,-0.019226661,-0.020447401,-0.026551103,-0.02990814,-0.022278512
2002-02-20 12:00:00,,-0.09033479,-0.07965331,-0.071108125,-0.06256294,-0.043946654
2002-02-21 12:00:00,,-0.1330607,-0.11780144,-0.100405894,-0.08270516,-0.054933317
2002-02-22 12:00:00,,-0.08606219,-0.08026368,-0.070192575,-0.058290355,-0.035706654
2002-02-23 12:00:00,,0.10864589,0.08850367,0.07507554,0.06836146,0.072634056
2002-02-24 12:00:00,,0.430311,0.37110507,0.32105473,0.28107548,0.24872585
2002-02-25 12:00:00,,0.30640584,0.2719199,0.22888882,0.18585773,0.14679404
2002-02-26 12:00:00,,-0.072634056,-0.05920591,-0.05859554,-0.06317332,-0.0634785
2002-02-27 12:00:00,,-0.019226661,-0.010376293,-0.010376293,-0.015869625,-0.015259255
2002-02-28 12:00:00,,-0.030823695,-0.009765923,0.0018311106,0.003051851,0.006103702
2002-03-01 12:00:00,,0.08453627,0.07629627,0.07385479,0.067445904,0.06378368
2002-03-02 12:00:00,,0.3134251,0.2764977,0.24506363,0.21332438,0.18097477
2002-03-03 12:00:00,,0.05981628,0.05890072,0.052186653,0.043031096,0.03601184
2002-03-04 12:00:00,,-0.083010346,-0.071108125,-0.061952576,-0.055848874,-0.043336283
2002-03-05 12:00:00,,0.06927702,0.06439406,0.05890072,0.052186653,0.05035554
2002-03-06 12:00:00,,0.19501327,0.1779229,0.16052736,0.14038515,0.12115848
2002-03-07 12:00:00,,0.03357036,0.03357036,0.032044433,0.028687399,0.028077029
2002-03-08 12:00:00,,0.12390515,0.10803552,0.09399701,0.08148442,0.07385479
2002-03-09 12:00:00,,0.10620441,0.10467849,0.10101627,0.093386635,0.08819849
2002-03-10 12:00:00,,0.101626635,0.093386635,0.087588124,0.081789605,0.08026368
2002-03-11 12:00:00,,0.12665181,0.12146367,0.11444441,0.10559404,0.09887997
2002-03-12 12:00:00,,0.19348735,0.17303994,0.15594958,0.13794366,0.12329478
2002-03-13 12:00:00,,0.08117923,0.07599109,0.072328866,0.0656148,0.061952576
2002-03-14 12:00:00,,0.05920591,0.050660726,0.04486221,0.03875851,0.038148135
2002-03-15 12:00:00,,0.12237922,0.10925627,0.09857479,0.08728294,0.08117923
2002-03-16 12:00:00,,-0.06012146,-0.045167394,-0.031434067,-0.019837031,-0.0054933317
2002-03-17 12:00:00,,0.01678518,0.019226661,0.021362957,0.025025178,0.033875547
2002-03-18 12:00:00,,0.15411848,0.14374217,0.13367108,0.12573627,0.12115848
2002-03-19 12:00:00,,0.10589923,0.10071108,0.095828116,0.092471085,0.092471085
2002-03-20 12:00:00,,0.025330363,0.010681478,0.005798517,0.008545183,0.020752586
2002-03-21 12:00:00,,0.047914058,0.020752586,0.008850368,0.0076296274,0.017700735
2002-03-22 12:00:00,,-0.12970367,-0.1126133,-0.09674367,-0.07904294,-0.053102206
2002-03-23 12:00:00,,-0.1864681,-0.1699881,-0.14984588,-0.12787256,-0.097048864
2002-03-24 12:00:00,,0.054628134,0.0491348,0.04242073,0.03723258,0.03784295
2002-03-25 12:00:00,,0.03234962,0.03418073,0.03601184,0.038148135,0.04364147
2002-03-26 12:00:00,,0.11688589,0.10223701,0.09033479,0.08331553,0.08209479
2002-03-27 12:00:00,,0.19226661,0.16083254,0.135197,0.115970336,0.10345775
2002-03-28 12:00:00,,0.06683554,0.0491348,0.03234962,0.020752586,0.016479995
2002-03-29 12:00:00,,-0.16510513,-0.14648885,-0.13367108,-0.122684404,-0.104373306
2002-03-30 12:00:00,,-0.12024292,-0.10498367,-0.08972442,-0.080568865,-0.06653035
2002-03-31 12:00:00,,0.2417066,0.2148503,0.1904355,0.16541032,0.14252144
2002-04-01 12:00:00,,0.16479996,0.1556444,0.143437,0.12726219,0.11291848
2002-04-02 12:00:00,,0.25299844,0.21118808,0.16632588,0.13061923,0.105288856
2002-04-03 12:00:00,,0.065309614,0.046693318,0.024719993,0.006714072,-0.003051851
2002-04-04 12:00:00,,0.06378368,0.041810356,0.017090365,-0.0024414808,-0.012207404
2002-04-05 12:00:00,,-0.015869625,-0.016479995,-0.021362957,-0.027466659,-0.028382214
2002-04-06 12:00:00,,-0.13000885,-0.11749626,-0.10620441,-0.097048864,-0.08117923
2002-04-07 12:00:00,,-0.23865475,-0.22003846,-0.19714957,-0.17426069,-0.14191107
2002-04-08 12:00:00,,-0.28015992,-0.26215398,-0.23651844,-0.20844142,-0.16907254
2002-04-09 12:00:00,,-0.14069033,-0.1394696,-0.1330607,-0.12207404,-0.09979553
2002-04-10 12:00:00,,0.04119999,0.039063692,0.03540147,0.029602954,0.029602954
2002-04-11 12:00:00,,-0.03662221,-0.021362957,-0.009155553,-0.0021362957,0.006103702
2002-04-12 12:00:00,,0.10223701,0.07721183,0.06164739,0.051881466,0.049439985
2002-04-13 12:00:00,,0.22431104,0.18189031,0.14801477,0.12115848,0.10132145
2002-04-14 12:00:00,,0.11322367,0.08972442,0.0634785,0.042115543,0.028687399
2002-04-15 12:00:00,,0.08819849,0.071108125,0.049439985,0.028687399,0.015259255
2002-04-16 12:00:00,,0.07415998,0.06286813,0.046998505,0.027466659,0.011597034
2002-04-17 12:00:00,,-0.12359996,-0.10101627,-0.08362071,-0.07507554,-0.06622516
2002-04-18 12:00:00,,0.31617177,0.26551104,0.2230903,0.18555254,0.15106662
2002-04-19 12:00:00,,0.16876736,0.16205329,0.14618365,0.12237922,0.095828116
2002-04-20 12:00:00,,0.03662221,0.048219245,0.053102206,0.045777764,0.03601184
2002-04-21 12:00:00,,0.52430797,0.45960876,0.39704582,0.3357036,0.26703694
2002-04-22 12:00:00,,0.27405623,0.24414808,0.20752586,0.16663106,0.11749626
2002-04-23 12:00:00,,-0.13733329,-0.10742515,-0.090029605,-0.08209479,-0.078127384
2002-04-24 12:00:00,,0.046998505,0.03418073,0.023804437,0.012512589,0.003357036
2002-04-25 12:00:00,,0.06714072,0.061952576,0.055543687,0.046693318,0.033265173
2002-04-26 12:00:00,,0.03601184,0.028382214,0.023499252,0.020752586,0.017090365
2002-04-27 12:00:00,,0.34058657,0.27924436,0.23010956,0.1904355,0.15015107
2002-04-28 12:00:00,,0.15381329,0.12970367,0.10589923,0.079348125,0.048829615
2002-04-29 12:00:00,,0.06012146,0.048219245,0.032654807,0.015869625,-0.0036622211
2002-04-30 12:00:00,,0.18707846,0.15198217,0.122684404,0.09033479,0.05401776
2002-05-01 12:00:00,,0.11200293,0.09063997,0.072328866,0.047914058,0.018921476
2002-05-02 12:00:00,,0.12665181,0.11078219,0.09277627,0.06683554,0.034485914
2002-05-03 12:00:00,,0.11902219,0.10223701,0.08484146,0.05890072,0.026245918
2002-05-04 12:00:00,,0.2664266,0.23651844,0.20630512,0.16510513,0.11627552
2002-05-05 12:00:00,,0.3088473,0.27802363,0.2414014,0.19165623,0.13214515
2002-05-06 12:00:00,,0.20355846,0.18677327,0.16083254,0.115970336,0.060731836
2002-05-07 12:00:00,,0.09155553,0.08789331,0.076906644,0.046388134,0.003967406
2002-05-08 12:00:00,,0.12970367,0.12665181,0.11841182,0.09033479,0.048829615
2002-05-09 12:00:00,,0.24262215,0.21942808,0.19714957,0.15503404,0.09979553
2002-05-10 12:00:00,,0.1309244,0.12543108,0.114749596,0.08209479,0.035706654
2002-05-11 12:00:00,,0.06286813,0.071108125,0.072328866,0.05401776,0.018921476
2002-05-12 12:00:00,,0.053407393,0.06836146,0.0778222,0.06714072,0.03784295
2002-05-13 12:00:00,,0.08453627,0.08606219,0.0921659,0.08606219,0.057985168
2002-05-14 12:00:00,,0.003051851,0.019837031,0.03540147,0.03997925,0.024414808
2002-05-15 12:00:00,,-0.12359996,-0.10223701,-0.07477035,-0.05035554,-0.039674062
2002-05-16 12:00:00,,0.19379254,0.1657155,0.15045625,0.13824885,0.112308115
2002-05-17 12:00:00,,0.0,0.003051851,0.011902219,0.01678518,0.007019257
2002-05-18 12:00:00,,-0.16968292,-0.14099552,-0.113528855,-0.088808864,-0.067751095
2002-05-19 12:00:00,,0.053102206,0.043031096,0.040589616,0.040284432,0.04242073
2002-05-20 12:00:00,,0.1944029,0.17151402,0.15381329,0.13763848,0.115970336
2002-05-21 12:00:00,,0.1309244,0.09857479,0.07660146,0.061342202,0.048219245
2002-05-22 12:00:00,,0.13275552,0.09735405,0.0695822,0.048219245,0.028992584
2002-05-23 12:00:00,,-0.0051881466,-0.010681478,-0.019837031,-0.028992584,-0.03723258
2002-05-24 12:00:00,,-0.122989595,-0.11383404,-0.10620441,-0.10071108,-0.09460738
2002-05-25 12:00:00,,-0.079348125,-0.073549606,-0.06622516,-0.06256294,-0.05920591
2002-05-26 12:00:00,,-0.0778222,-0.05981628,-0.045472577,-0.03875851,-0.035096288
2002-05-27 12:00:00,,-0.17365032,-0.14709921,-0.11841182,-0.09796441,-0.08209479
2002-05-28 12:00:00,,-0.06103702,-0.050050355,-0.03753777,-0.02929777,-0.024109622
2002-05-29 12:00:00,,0.026856288,0.03540147,0.04119999,0.040894803,0.03662221
2002-05-30 12:00:00,,0.13245033,0.11078219,0.09308145,0.07843257,0.06439406
2002-05-31 12:00:00,,0.054322947,0.03051851,0.014648885,0.0042725913,-0.0027466659
2002-06-01 12:00:00,,-0.02990814,-0.042115543,-0.051271096,-0.05767998,-0.05890072
2002-06-02 12:00:00,,-0.14770958,-0.13183996,-0.11841182,-0.10834071,-0.09552293
2002-06-03 12:00:00,,0.012817774,0.009765923,0.006103702,0.0006103702,-0.0021362957
2002-06-04 12:00:00,,-0.09155553,-0.079348125,-0.067751095,-0.058290355,-0.047608875
2002-06-05 12:00:00,,-0.07873775,-0.06805628,-0.056154057,-0.04730369,-0.03601184
2002-06-06 12:00:00,,0.1208533,0.099185154,0.081789605,0.06836146,0.058290355
2002-06-07 12:00:00,,0.12146367,0.0921659,0.07049776,0.054628134,0.043031096
2002-06-08 12:00:00,,0.11383404,0.081789605,0.05401776,0.032044433,0.017700735
2002-06-09 12:00:00,,-0.0112918485,-0.0073244423,-0.014648885,-0.026551103,-0.034485914
2002-06-10 12:00:00,,0.33936584,0.2804651,0.22370067,0.17365032,0.12756737
2002-06-11 12:00:00,,0.3872799,0.34363842,0.29389325,0.23468734,0.16754662
2002-06-12 12:00:00,,0.43702507,0.37934506,0.32044435,0.25482956,0.17944884
2002-06-13 12:00:00,,0.4132206,0.37812433,0.3353984,0.27314067,0.19379254
2002-06-14 12:00:00,,0.45258948,0.40559098,0.3543199,0.2887051,0.20508438
2002-06-15 12:00:00,,0.4318369,0.39765617,0.3558458,0.28962067,0.20020142
2002-06-16 12:00:00,,0.22797327,0.22400586,0.20874661,0.16968292,0.10254219
2002-06-17 12:00:00,,0.06469924,0.08239998,0.09399701,0.08636738,0.050965913
2002-06-18 12:00:00,,0.13885921,0.14557329,0.15381329,0.1495407,0.11963256
2002-06-19 12:00:00,,0.270394,0.24262215,0.22492142,0.20050661,0.151677
2002-06-20 12:00:00,,0.11139256,0.11078219,0.11078219,0.10254219,0.072634056
2002-06-21 12:00:00,,0.39674062,0.34669027,0.3054903,0.26337475,0.20355846
2002-06-22 12:00:00,,0.6436354,0.57405317,0.49684134,0.40437025,0.29999694
2002-06-23 12:00:00,,0.44251838,0.40833765,0.3582873,0.2822962,0.18280587
2002-06-24 12:00:00,,0.50843835,0.45564136,0.3927732,0.3112888,0.20813623
2002-06-25 12:00:00,,0.5127109,0.44801173,0.37720877,0.28778955,0.1864681
2002-06-26 12:00:00,,0.15442365,0.13672292,0.11078219,0.060731836,0.0
2002-06-27 12:00:00,,-0.014343699,0.0009155553,0.003967406,-0.01617481,-0.053712577
2002-06-28 12:00:00,,-0.06012146,-0.038148135,-0.018921476,-0.018311106,-0.039674062
2002-06-29 12:00:00,,-0.0021362957,0.021057772,0.044557024,0.053102206,0.038148135
2002-06-30 12:00:00,,0.13000885,0.1330607,0.14252144,0.14221625,0.11658071
2002-07-01 12:00:00,,0.24628437,0.21820734,0.20386365,0.18555254,0.14038515
2002-07-02 12:00:00,,0.06012146,0.06012146,0.06286813,0.05920591,0.03173925
2002-07-03 12:00:00,,-0.17700735,-0.14770958,-0.11658071,-0.08941923,-0.06897183
2002-07-04 12:00:00,,0.012207404,0.015259255,0.023499252,0.03234962,0.038148135
2002-07-05 12:00:00,,0.050050355,0.057985168,0.06836146,0.076906644,0.076906644
2002-07-06 12:00:00,,0.054322947,0.054628134,0.06042665,0.067751095,0.06836146
2002-07-07 12:00:00,,0.23590808,0.20111698,0.17975402,0.16602069,0.14435256
2002-07-08 12:00:00,,0.4443495,0.37995544,0.32258064,0.2789392,0.2313303
2002-07-09 12:00:00,,0.5383465,0.47822505,0.41199988,0.3353984,0.24536881
2002-07-10 12:00:00,,0.38148138,0.34516433,0.3027436,0.24811548,0.17365032
2002-07-11 12:00:00,,0.35462508,0.31830806,0.28015992,0.23010956,0.16876736
2002-07-12 12:00:00,,0.24628437,0.22400586,0.19989623,0.16113773,0.111087374
2002-07-13 12:00:00,,0.14984588,0.124210335,0.10467849,0.078127384,0.045777764
2002-07-14 12:00:00,,0.076906644,0.069887385,0.06591998,0.053102206,0.03234962
2002-07-15 12:00:00,,0.20813623,0.18524735,0.16479996,0.13641773,0.10010071
2002-07-16 12:00:00,,0.08850367,0.08545183,0.08331553,0.069887385,0.044557024
2002-07-17 12:00:00,,0.30976287,0.25696585,0.21362957,0.16602069,0.11780144
2002-07-18 12:00:00,,0.07507554,0.06378368,0.0491348,0.022278512,-0.006714072
2002-07-19 12:00:00,,-0.057374798,-0.049439985,-0.045167394,-0.048219245,-0.05890072
2002-07-20 12:00:00,,-0.09521775,-0.07873775,-0.06225776,-0.050660726,-0.049439985
2002-07-21 12:00:00,,-0.27985474,-0.24018067,-0.19684438,-0.16052736,-0.1330607
2002-07-22 12:00:00,,-0.36194953,-0.32013917,-0.2664266,-0.21454512,-0.1678518
2002-07-23 12:00:00,,0.2230903,0.18005921,0.1556444,0.13855404,0.12115848
2002-07-24 12:00:00,,-0.060731836,-0.04242073,-0.021668142,-0.005798517,0.005798517
2002-07-25 12:00:00,,-0.023804437,-0.027161473,-0.017700735,-0.003357036,0.014038514
2002-07-26 12:00:00,,0.23468734,0.19775994,0.17151402,0.15381329,0.1391644
2002-07-27 12:00:00,,0.016479995,0.008850368,0.0021362957,-0.0003051851,0.0036622211
2002-07-28 12:00:00,,0.20905179,0.1394696,0.088808864,0.05859554,0.041505173
2002-07-29 12:00:00,,0.1394696,0.10498367,0.07446516,0.050050355,0.031434067
2002-07-30 12:00:00,,-0.17883846,-0.15289773,-0.13702811,-0.1248207,-0.10956145
2002-07-31 12:00:00,,-0.017700735,-0.022888882,-0.018921476,-0.01861629,-0.01495407
2002-08-01 12:00:00,,0.40375987,0.34363842,0.29419842,0.24933623,0.2066103
2002-08-02 12:00:00,,0.26459548,0.22278512,0.1821955,0.14374217,0.105288856
2002-08-03 12:00:00,,0.06164739,0.041505173,0.019226661,-0.0009155553,-0.016479995
2002-08-04 12:00:00,,0.06317332,0.04242073,0.024414808,0.009460738,0.0009155553
2002-08-05 12:00:00,,0.10895108,0.08636738,0.06897183,0.0552385,0.046388134
2002-08-06 12:00:00,,0.27985474,0.23682363,0.20050661,0.16876736,0.13855404
2002-08-07 12:00:00,,0.16418958,0.13580737,0.10895108,0.084231086,0.061342202
2002-08-08 12:00:00,,-0.08728294,-0.08514664,-0.08453627,-0.07965331,-0.067751095
2002-08-09 12:00:00,,-0.34150213,-0.3134251,-0.27161473,-0.2313303,-0.18463698
2002-08-10 12:00:00,,0.38361767,0.31373027,0.25513473,0.20813623,0.16968292
2002-08-11 12:00:00,,0.08453627,0.07965331,0.06439406,0.048219245,0.038148135
2002-08-12 12:00:00,,0.13580737,0.099185154,0.06378368,0.036317028,0.019226661
2002-08-13 12:00:00,,0.06653035,0.046998505,0.025635548,0.006714072,-0.0048829615
2002-08-14 12:00:00,,0.31311992,0.24903104,0.19379254,0.14862514,0.11139256
2002-08-15 12:00:00,,0.2496414,0.2066103,0.16479996,0.121768855,0.08117923
2002-08-16 12:00:00,,0.06897183,0.048829615,0.025330363,-0.0021362957,-0.028687399
2002-08-17 12:00:00,,-0.090029605,-0.08270516,-0.08148442,-0.08362071,-0.08545183
2002-08-18 12:00:00,,-0.15503404,-0.13367108,-0.11444441,-0.10315256,-0.08789331
2002-08-19 12:00:00,,-0.35157323,-0.3112888,-0.25879696,-0.21179846,-0.17090365
2002-08-20 12:00:00,,-0.2639851,-0.24323252,-0.2066103,-0.16357921,-0.121768855
2002-08-21 12:00:00,,0.1474044,0.1248207,0.114749596,0.11078219,0.105288856
2002-08-22 12:00:00,,0.15259254,0.13885921,0.13489181,0.13183996,0.122684404
2002-08-23 12:00:00,,-0.07415998,-0.07751702,-0.07080294,-0.05401776,-0.0347911
2002-08-24 12:00:00,,-0.15930662,-0.15717033,-0.14984588,-0.12970367,-0.099185154
2002-08-25 12:00:00,,-0.18066958,-0.17212439,-0.15869625,-0.1394696,-0.10895108
2002-08-26 12:00:00,,-0.12756737,-0.1208533,-0.10711997,-0.0921659,-0.068666644
2002-08-27 12:00:00,,-0.17273477,-0.1556444,-0.13397625,-0.11200293,-0.08453627
2002-08-28 12:00:00,,-0.34730065,-0.31800288,-0.27527696,-0.23255104,-0.1861629
2002-08-29 12:00:00,,-0.3564562,-0.33204138,-0.29419842,-0.25116733,-0.2029481
2002-08-30 12:00:00,,0.2395703,0.18738365,0.15045625,0.12573627,0.106509596
2002-08-31 12:00:00,,0.56123537,0.50325024,0.43336284,0.3744621,0.31617177
2002-09-01 12:00:00,,0.58320874,0.49409467,0.39429915,0.3073214,0.23468734
2002-09-02 12:00:00,,0.22614215,0.15778069,0.10101627,0.054322947,0.022583697
2002-09-03 12:00:00,,0.033875547,-0.0015259255,-0.03357036,-0.05645924,-0.06317332
2002-09-04 12:00:00,,0.27100438,0.21942808,0.16724142,0.11810663,0.079348125
2002-09-05 12:00:00,,-0.11291848,-0.09796441,-0.09735405,-0.10315256,-0.104068115
2002-09-06 12:00:00,,-0.009460738,-0.01495407,-0.025025178,-0.039063692,-0.046998505
2002-09-07 12:00:00,,0.21057771,0.14984588,0.10559404,0.07049776,0.04730369
2002-09-08 12:00:00,,0.078127384,0.04242073,0.0112918485,-0.010681478,-0.020142216
2002-09-09 12:00:00,,-0.030823695,-0.050660726,-0.07293924,-0.08636738,-0.0839259
2002-09-10 12:00:00,,-0.07965331,-0.08453627,-0.094912566,-0.10101627,-0.09308145
2002-09-11 12:00:00,,-0.36317027,-0.32319102,-0.28382215,-0.25086215,-0.21210364
2002-09-12 12:00:00,,-0.3457747,-0.32258064,-0.28321177,-0.24262215,-0.2029481
2002-09-13 12:00:00,,0.3357036,0.27680287,0.23255104,0.1944029,0.15594958
2002-09-14 12:00:00,,0.32868436,0.27527696,0.22553179,0.1861629,0.14679404
2002-09-15 12:00:00,,0.18585773,0.13367108,0.08728294,0.050660726,0.021668142
2002-09-16 12:00:00,,-0.07324442,-0.08545183,-0.0982696,-0.10803552,-0.110477
2002-09-17 12:00:00,,-0.3134251,-0.28717917,-0.26490065,-0.24445327,-0.21576586
2002-09-18 12:00:00,,-0.33906063,-0.31891844,-0.28992584,-0.26093325,-0.22553179
2002-09-19 12:00:00,,-0.4791406,-0.42451248,-0.36561173,-0.30976287,-0.25330362
2002-09-20 12:00:00,,0.20813623,0.1513718,0.1208533,0.101931825,0.08362071
2002-09-21 12:00:00,,0.16052736,0.13885921,0.12512589,0.10925627,0.09277627
2002-09-22 12:00:00,,0.05401776,0.026856288,0.007934812,0.0009155553,-0.0003051851
2002-09-23 12:00:00,,0.08850367,0.055543687,0.027771844,0.010681478,0.003051851
2002-09-24 12:00:00,,0.08117923,0.045472577,0.019226661,0.0006103702,-0.0112918485
2002-09-25 12:00:00,,-0.11322367,-0.11688589,-0.11963256,-0.11658071,-0.10589923
2002-09-26 12:00:00,,-0.045472577,-0.055848874,-0.06591998,-0.06927702,-0.0634785
2002-09-27 12:00:00,,-0.01556444,-0.019837031,-0.025635548,-0.028992584,-0.027466659
2002-09-28 12:00:00,,-0.1944029,-0.17242958,-0.15106662,-0.13428144,-0.114749596
2002-09-29 12:00:00,,-0.12573627,-0.12573627,-0.11383404,-0.10498367,-0.094912566
2002-09-30 12:00:00,,-0.03540147,-0.043336283,-0.04608295,-0.04730369,-0.04730369
2002-10-01 12:00:00,,-0.03997925,-0.055848874,-0.06103702,-0.061342202,-0.057374798
2002-10-02 12:00:00,,-0.17456588,-0.16693625,-0.15533921,-0.14160588,-0.12329478
2002-10-03 12:00:00,,-0.3762932,-0.34485915,-0.30213323,-0.26062807,-0.21881771
2002-10-04 12:00:00,,0.0042725913,-0.021973327,-0.033875547,-0.040284432,-0.043031096
2002-10-05 12:00:00,,-0.15625477,-0.14496292,-0.12939848,-0.11444441,-0.09979553
2002-10-06 12:00:00,,-0.1330607,-0.13000885,-0.12237922,-0.11169775,-0.09979553
2002-10-07 12:00:00,,-0.24109623,-0.229194,-0.2066103,-0.18280587,-0.15686513
2002-10-08 12:00:00,,0.0024414808,-0.022583697,-0.03357036,-0.03723258,-0.038453322
2002-10-09 12:00:00,,-0.2026429,-0.1843318,-0.16113773,-0.13855404,-0.11749626
2002-10-10 12:00:00,,-0.20203254,-0.20508438,-0.19287698,-0.17059846,-0.14282662
2002-10-11 12:00:00,,-0.11841182,-0.12237922,-0.11993774,-0.10834071,-0.090029605
2002-10-12 12:00:00,,-0.09308145,-0.09552293,-0.093691826,-0.08545183,-0.07080294
2002-10-13 12:00:00,,-0.09063997,-0.09460738,-0.093691826,-0.08545183,-0.069887385
2002-10-14 12:00:00,,-0.17853329,-0.16541032,-0.15015107,-0.13275552,-0.10864589
2002-10-15 12:00:00,,-0.091250345,-0.094912566,-0.09277627,-0.08575701,-0.0695822
2002-10-16 12:00:00,,-0.09033479,-0.09033479,-0.08697775,-0.07904294,-0.06378368
2002-10-17 12:00:00,,0.120548114,0.070192575,0.040894803,0.026245918,0.020752586
2002-10-18 12:00:00,,-0.12329478,-0.121768855,-0.119327374,-0.111087374,-0.095828116
2002-10-19 12:00:00,,-0.2804651,-0.26215398,-0.2414014,-0.21881771,-0.1843318
2002-10-20 12:00:00,,0.003357036,-0.011902219,-0.025635548,-0.034485914,-0.032044433
2002-10-21 12:00:00,,0.006408887,0.003051851,-0.0027466659,-0.0073244423,-0.0048829615
2002-10-22 12:00:00,,0.5246132,0.42512283,0.34455398,0.28015992,0.21759698
2002-10-23 12:00:00,,0.092471085,0.061952576,0.030213324,0.0018311106,-0.025330363
